year_film,year_ceremony,ceremony,category,canon_category,name,film,winner,mapped_Category
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1954,1955,27,DIRECTING,DIRECTING,Elia Kazan,On the Waterfront,TRUE,Directing
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1954,1955,27,BEST MOTION PICTURE,BEST PICTURE,Sam Spiegel,On the Waterfront,TRUE,Best Picture
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1954,1955,27,WRITING (Screenplay),WRITING (Adapted Screenplay),George Seaton,The Country Girl,TRUE,Writing (Adapted Screenplay)
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1954,1955,27,WRITING (Story and Screenplay),WRITING (Original Screenplay),Budd Schulberg,On the Waterfront,TRUE,Writing (Original Screenplay)
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1955,1956,28,ACTOR,ACTOR IN A LEADING ROLE,Ernest Borgnine,Marty,TRUE,Actor in a Leading Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1955,1956,28,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Jack Lemmon,Mister Roberts,TRUE,Actor in a Supporting Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1955,1956,28,ACTRESS,ACTRESS IN A LEADING ROLE,Anna Magnani,The Rose Tattoo,TRUE,Actress in a Leading Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1955,1956,28,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Jo Van Fleet,East of Eden,TRUE,Actress in a Supporting Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1955,1956,28,DIRECTING,DIRECTING,Delbert Mann,Marty,TRUE,Directing
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1955,1956,28,BEST MOTION PICTURE,BEST PICTURE,Harold Hecht,Marty,TRUE,Best Picture
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1955,1956,28,WRITING (Screenplay),WRITING (Adapted Screenplay),Paddy Chayefsky,Marty,TRUE,Writing (Adapted Screenplay)
,,,,,,,,
1955,1956,28,WRITING (Story and Screenplay),WRITING (Original Screenplay),William Ludwig/Sonya Levien,Interrupted Melody,TRUE,Writing (Original Screenplay)
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1956,1957,29,ACTOR,ACTOR IN A LEADING ROLE,Yul Brynner,The King and I,TRUE,Actor in a Leading Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1956,1957,29,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Anthony Quinn,Lust for Life,TRUE,Actor in a Supporting Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
1956,1957,29,ACTRESS,ACTRESS IN A LEADING ROLE,Ingrid Bergman,Anastasia,TRUE,Actress in a Leading Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1956,1957,29,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Dorothy Malone,Written on the Wind,TRUE,Actress in a Supporting Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1956,1957,29,DIRECTING,DIRECTING,George Stevens,Giant,TRUE,Directing
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1956,1957,29,BEST MOTION PICTURE,BEST PICTURE,Michael Todd,Around the World in 80 Days,TRUE,Best Picture
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1956,1957,29,WRITING (Screenplay--Adapted),WRITING (Adapted Screenplay),James Poe/John Farrow/S.J. Perelman,Around the World in 80 Days,TRUE,Writing (Adapted Screenplay)
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1956,1957,29,WRITING (Screenplay--Original),WRITING (Original Screenplay),Albert Lamorisse,The Red Balloon,TRUE,Writing (Original Screenplay)
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1957,1958,30,ACTOR,ACTOR IN A LEADING ROLE,Alec Guinness,The Bridge on the River Kwai,TRUE,Actor in a Leading Role
,,,,,,,,
,,,,,,,,
1957,1958,30,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Red Buttons,Sayonara,TRUE,Actor in a Supporting Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1957,1958,30,ACTRESS,ACTRESS IN A LEADING ROLE,Joanne Woodward,The Three Faces of Eve,TRUE,Actress in a Leading Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
1957,1958,30,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Miyoshi Umeki,Sayonara,TRUE,Actress in a Supporting Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1957,1958,30,DIRECTING,DIRECTING,David Lean,The Bridge on the River Kwai,TRUE,Directing
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1957,1958,30,BEST MOTION PICTURE,BEST PICTURE,Sam Spiegel,The Bridge on the River Kwai,TRUE,Best Picture
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1957,1958,30,WRITING (Screenplay--based on material from another medium),WRITING (Adapted Screenplay),Michael Wilson/Carl Foreman/Pierre Boulle,The Bridge on the River Kwai,TRUE,Writing (Adapted Screenplay)
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1957,1958,30,WRITING (Story and Screenplay--written directly for the screen),WRITING (Original Screenplay),George Wells,Designing Woman,TRUE,Writing (Original Screenplay)
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1958,1959,31,ACTOR,ACTOR IN A LEADING ROLE,David Niven,Separate Tables,TRUE,Actor in a Leading Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1958,1959,31,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Burl Ives,The Big Country,TRUE,Actor in a Supporting Role
,,,,,,,,
,,,,,,,,
1958,1959,31,ACTRESS,ACTRESS IN A LEADING ROLE,Susan Hayward,I Want to Live!,TRUE,Actress in a Leading Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1958,1959,31,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Wendy Hiller,Separate Tables,TRUE,Actress in a Supporting Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1958,1959,31,DIRECTING,DIRECTING,Vincente Minnelli,Gigi,TRUE,Directing
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1958,1959,31,BEST MOTION PICTURE,BEST PICTURE,Arthur Freed,Gigi,TRUE,Best Picture
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1958,1959,31,WRITING (Screenplay--based on material from another medium),WRITING (Adapted Screenplay),Alan Jay Lerner,Gigi,TRUE,Writing (Adapted Screenplay)
,,,,,,,,
,,,,,,,,
,,,,,,,,
1958,1959,31,WRITING (Story and Screenplay--written directly for the screen),WRITING (Original Screenplay),Nedrick Young/Harold Jacob Smith,The Defiant Ones,TRUE,Writing (Original Screenplay)
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1959,1960,32,ACTOR,ACTOR IN A LEADING ROLE,Charlton Heston,Ben-Hur,TRUE,Actor in a Leading Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
1959,1960,32,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Hugh Griffith,Ben-Hur,TRUE,Actor in a Supporting Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1959,1960,32,ACTRESS,ACTRESS IN A LEADING ROLE,Simone Signoret,Room at the Top,TRUE,Actress in a Leading Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1959,1960,32,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Shelley Winters,The Diary of Anne Frank,TRUE,Actress in a Supporting Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1959,1960,32,DIRECTING,DIRECTING,William Wyler,Ben-Hur,TRUE,Directing
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1959,1960,32,BEST MOTION PICTURE,BEST PICTURE,Sam Zimbalist,Ben-Hur,TRUE,Best Picture
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1959,1960,32,WRITING (Screenplay--based on material from another medium),WRITING (Adapted Screenplay),Neil Paterson,Room at the Top,TRUE,Writing (Adapted Screenplay)
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1959,1960,32,WRITING (Story and Screenplay--written directly for the screen),WRITING (Original Screenplay),Russell Rouse/Clarence Greene/Stanley Shapiro/Maurice Richlin,Pillow Talk,TRUE,Writing (Original Screenplay)
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1960,1961,33,ACTOR,ACTOR IN A LEADING ROLE,Burt Lancaster,Elmer Gantry,TRUE,Actor in a Leading Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1960,1961,33,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Peter Ustinov,Spartacus,TRUE,Actor in a Supporting Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1960,1961,33,ACTRESS,ACTRESS IN A LEADING ROLE,Elizabeth Taylor,Butterfield 8,TRUE,Actress in a Leading Role
,,,,,,,,
1960,1961,33,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Shirley Jones,Elmer Gantry,TRUE,Actress in a Supporting Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1960,1961,33,DIRECTING,DIRECTING,Billy Wilder,The Apartment,TRUE,Directing
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1960,1961,33,BEST MOTION PICTURE,BEST PICTURE,Billy Wilder,The Apartment,TRUE,Best Picture
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1960,1961,33,WRITING (Screenplay--based on material from another medium),WRITING (Adapted Screenplay),Richard Brooks,Elmer Gantry,TRUE,Writing (Adapted Screenplay)
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1960,1961,33,WRITING (Story and Screenplay--written directly for the screen),WRITING (Original Screenplay),Billy Wilder/I. A. L. Diamond,The Apartment,TRUE,Writing (Original Screenplay)
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1961,1962,34,ACTOR,ACTOR IN A LEADING ROLE,Maximilian Schell,Judgment at Nuremberg,TRUE,Actor in a Leading Role
,,,,,,,,
,,,,,,,,
1961,1962,34,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,George Chakiris,West Side Story,TRUE,Actor in a Supporting Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1961,1962,34,ACTRESS,ACTRESS IN A LEADING ROLE,Sophia Loren,Two Women,TRUE,Actress in a Leading Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1961,1962,34,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Rita Moreno,West Side Story,TRUE,Actress in a Supporting Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1961,1962,34,DIRECTING,DIRECTING,Robert Wise/Jerome Robbins,West Side Story,TRUE,Directing
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1961,1962,34,BEST MOTION PICTURE,BEST PICTURE,Robert Wise,West Side Story,TRUE,Best Picture
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1961,1962,34,WRITING (Screenplay--based on material from another medium),WRITING (Adapted Screenplay),Abby Mann,Judgment at Nuremberg,TRUE,Writing (Adapted Screenplay)
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1961,1962,34,WRITING (Story and Screenplay--written directly for the screen),WRITING (Original Screenplay),William Inge,Splendor in the Grass,TRUE,Writing (Original Screenplay)
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1962,1963,35,ACTOR,ACTOR IN A LEADING ROLE,Gregory Peck,To Kill a Mockingbird,TRUE,Actor in a Leading Role
1962,1963,35,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Ed Begley,Sweet Bird of Youth,TRUE,Actor in a Supporting Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1962,1963,35,ACTRESS,ACTRESS IN A LEADING ROLE,Anne Bancroft,The Miracle Worker,TRUE,Actress in a Leading Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1962,1963,35,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Patty Duke,The Miracle Worker,TRUE,Actress in a Supporting Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1962,1963,35,DIRECTING,DIRECTING,David Lean,Lawrence of Arabia,TRUE,Directing
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1962,1963,35,BEST PICTURE,BEST PICTURE,Sam Spiegel,Lawrence of Arabia,TRUE,Best Picture
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1962,1963,35,WRITING (Screenplay--based on material from another medium),WRITING (Adapted Screenplay),Horton Foote,To Kill a Mockingbird,TRUE,Writing (Adapted Screenplay)
1962,1963,35,WRITING (Story and Screenplay--written directly for the screen),WRITING (Original Screenplay),Ennio de Concini/Alfredo Giannetti/Pietro Germi,Divorce--Italian Style,TRUE,Writing (Original Screenplay)
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1963,1964,36,ACTOR,ACTOR IN A LEADING ROLE,Sidney Poitier,Lilies of the Field,TRUE,Actor in a Leading Role
,,,,,,,,
,,,,,,,,
1963,1964,36,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Melvyn Douglas,Hud,TRUE,Actor in a Supporting Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1963,1964,36,ACTRESS,ACTRESS IN A LEADING ROLE,Patricia Neal,Hud,TRUE,Actress in a Leading Role
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
