year_film,year_ceremony,ceremony,category,canon_category,name,film,winner,mapped_Category.
1943,1944,16,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),United States Army Pictorial Service,Life Line,FALSE,Other
1943,1944,16,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Metro-Goldwyn-Mayer,Plan for Destruction,FALSE,Other
1943,1944,16,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),United States Department of War,The Rear Gunner,FALSE,Other
1943,1944,16,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Union of South Africa,Servant of a Nation,FALSE,Other
1943,1944,16,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),United States Office of War Information Overseas Motion Picture Bureau,Swedes in America,FALSE,Other
1943,1944,16,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),United States Coast Guard,Task Force,FALSE,Other
1943,1944,16,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Walter Wanger,To the People of the United States,FALSE,Other
1943,1944,16,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),United States Navy Bureau of Aeronautics,Tomorrow We Fly,FALSE,Other
1943,1944,16,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Warner Bros.,The Voice That Thrilled the World,FALSE,Other
1943,1944,16,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),Walt Disney,Water--Friend or Enemy,FALSE,Other
1943,1944,16,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),United States Army Air Force 1st Motion Picture Unit,Wings Up,FALSE,Other
1943,1944,16,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),The March of Time,Youth in Crisis,FALSE,Other
1943,1944,16,FILM EDITING,FILM EDITING,George Amy,Air Force,TRUE,Other
1943,1944,16,FILM EDITING,FILM EDITING,Owen Marks,Casablanca,FALSE,Other
1943,1944,16,FILM EDITING,FILM EDITING,Doane Harrison,Five Graves to Cairo,FALSE,Other
1943,1944,16,FILM EDITING,FILM EDITING,Sherman Todd/John Link,For Whom the Bell Tolls,FALSE,Other
1943,1944,16,FILM EDITING,FILM EDITING,Barbara McLean,The Song of Bernadette,FALSE,Other
1943,1944,16,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Frank Skinner/Hans J. Salter,The Amazing Mrs. Holliday,FALSE,Other
1943,1944,16,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Max Steiner,Casablanca,FALSE,Other
1943,1944,16,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Morris Stoloff/Louis Gruenberg,Commandos Strike at Dawn,FALSE,Other
1943,1944,16,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Roy Webb/C. Bakaleinikoff,The Fallen Sparrow,FALSE,Other
1943,1944,16,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Victor Young,For Whom the Bell Tolls,FALSE,Other
1943,1944,16,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Hanns Eisler,Hangmen Also Die,FALSE,Other
1943,1944,16,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Phil Boutelje,Hi Diddle Diddle,FALSE,Other
1943,1944,16,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Walter Scharf,In Old Oklahoma,FALSE,Other
1943,1944,16,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Leigh Harline,Johnny Come Lately,FALSE,Other
1943,1944,16,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Gerard Carbonara,The Kansan,FALSE,Other
1943,1944,16,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Arthur Lange,Lady of Burlesque,FALSE,Other
1943,1944,16,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Herbert Stothart,Madame Curie,FALSE,Other
1943,1944,16,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Dimitri Tiomkin,The Moon and Sixpence,FALSE,Other
1943,1944,16,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Aaron Copland,The North Star,FALSE,Other
1943,1944,16,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Alfred Newman,The Song of Bernadette,TRUE,Other
1943,1944,16,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Edward H. Plumb/Paul J. Smith/Oliver G. Wallace,Victory through Air Power,FALSE,Other
1943,1944,16,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Alfred Newman,Coney Island,FALSE,Other
1943,1944,16,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Walter Scharf,Hit Parade of 1943,FALSE,Other
1943,1944,16,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Edward Ward,Phantom of the Opera,FALSE,Other
1943,1944,16,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Charles Wolcott/Edward H. Plumb/Paul J. Smith,Saludos Amigos,FALSE,Other
1943,1944,16,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Leigh Harline,The Sky's the Limit,FALSE,Other
1943,1944,16,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Morris Stoloff,Something to Shout About,FALSE,Other
1943,1944,16,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Frederic E. Rich,Stage Door Canteen,FALSE,Other
1943,1944,16,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Robert Emmett Dolan,Star Spangled Rhythm,FALSE,Other
1943,1944,16,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Ray Heindorf,This Is the Army,TRUE,Other
1943,1944,16,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Herbert Stothart,Thousands Cheer,FALSE,Other
1943,1944,16,MUSIC (Song),MUSIC (Original Song),Jule Styne/Harold Adamson,Hit Parade of 1943,FALSE,Other
1943,1944,16,MUSIC (Song),MUSIC (Original Song),Harold Arlen/E. Y. Harburg,Cabin in the Sky,FALSE,Other
1943,1944,16,MUSIC (Song),MUSIC (Original Song),Harold Arlen/Johnny Mercer,The Sky's the Limit,FALSE,Other
1943,1944,16,MUSIC (Song),MUSIC (Original Song),Charles Wolcott/Ned Washington,Saludos Amigos,FALSE,Other
1943,1944,16,MUSIC (Song),MUSIC (Original Song),Jimmy McHugh/Herb Magidson,Hers to Hold,FALSE,Other
1943,1944,16,MUSIC (Song),MUSIC (Original Song),Harold Arlen/Johnny Mercer,Star Spangled Rhythm,FALSE,Other
1943,1944,16,MUSIC (Song),MUSIC (Original Song),Arthur Schwartz/Frank Loesser,Thank Your Lucky Stars,FALSE,Other
1943,1944,16,MUSIC (Song),MUSIC (Original Song),James Monaco/Al Dubin,Stage Door Canteen,FALSE,Other
1943,1944,16,MUSIC (Song),MUSIC (Original Song),Cole Porter,Something to Shout About,FALSE,Other
1943,1944,16,MUSIC (Song),MUSIC (Original Song),Harry Warren/Mack Gordon,"Hello, Frisco, Hello",TRUE,Other
1943,1944,16,OUTSTANDING MOTION PICTURE,BEST PICTURE,Warner Bros.,Casablanca,TRUE,Best Picture
1943,1944,16,OUTSTANDING MOTION PICTURE,BEST PICTURE,Paramount,For Whom the Bell Tolls,FALSE,Best Picture
1943,1944,16,OUTSTANDING MOTION PICTURE,BEST PICTURE,20th Century-Fox,Heaven Can Wait,FALSE,Best Picture
1943,1944,16,OUTSTANDING MOTION PICTURE,BEST PICTURE,Metro-Goldwyn-Mayer,The Human Comedy,FALSE,Best Picture
1943,1944,16,OUTSTANDING MOTION PICTURE,BEST PICTURE,Two Cities,In Which We Serve,FALSE,Best Picture
1943,1944,16,OUTSTANDING MOTION PICTURE,BEST PICTURE,Metro-Goldwyn-Mayer,Madame Curie,FALSE,Best Picture
1943,1944,16,OUTSTANDING MOTION PICTURE,BEST PICTURE,Columbia,The More the Merrier,FALSE,Best Picture
1943,1944,16,OUTSTANDING MOTION PICTURE,BEST PICTURE,20th Century-Fox,The Ox-Bow Incident,FALSE,Best Picture
1943,1944,16,OUTSTANDING MOTION PICTURE,BEST PICTURE,20th Century-Fox,The Song of Bernadette,FALSE,Best Picture
1943,1944,16,OUTSTANDING MOTION PICTURE,BEST PICTURE,Warner Bros.,Watch on the Rhine,FALSE,Best Picture
1943,1944,16,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Walter Lantz,The Dizzy Acrobat,FALSE,Other
1943,1944,16,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),George Pal,The 500 Hats of Bartholomew Cubbins,FALSE,Other
1943,1944,16,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Leon Schlesinger,Greetings Bait!,FALSE,Other
1943,1944,16,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Dave Fleischer,Imagination,FALSE,Other
1943,1944,16,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Walt Disney,Reason and Emotion,FALSE,Other
1943,1944,16,SHORT SUBJECT (Cartoon),SHORT FILM (Animated),Frederick Quimby,Yankee Doodle Mouse,TRUE,Other
1943,1944,16,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Grantland Rice,Amphibious Fighters,TRUE,Other
1943,1944,16,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Gordon Hollingshead,Cavalcade of Dance with Veloz and Yolanda,FALSE,Other
1943,1944,16,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Edmund Reek,Champions Carry On,FALSE,Other
1943,1944,16,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Ralph Staub,Hollywood in Uniform,FALSE,Other
1943,1944,16,SHORT SUBJECT (One-reel),SHORT SUBJECT (One-reel),Pete Smith,Seeing Hands,FALSE,Other
1943,1944,16,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),Jerry Bresler/Sam Coslow,Heavenly Music,TRUE,Other
1943,1944,16,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),Frederic Ullman Jr.,Letter to a Hero,FALSE,Other
1943,1944,16,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),Walter MacEwen,Mardi Gras,FALSE,Other
1943,1944,16,SHORT SUBJECT (Two-reel),SHORT SUBJECT (Two-reel),Gordon Hollingshead,Women at War,FALSE,Other
1943,1944,16,SOUND RECORDING,SOUND RECORDING,Sound Service Inc./Jack Whitney,Hangmen Also Die,FALSE,Other
1943,1944,16,SOUND RECORDING,SOUND RECORDING,Republic/Daniel J. Bloomberg,In Old Oklahoma,FALSE,Other
1943,1944,16,SOUND RECORDING,SOUND RECORDING,Metro-Goldwyn-Mayer/Douglas Shearer,Madame Curie,FALSE,Other
1943,1944,16,SOUND RECORDING,SOUND RECORDING,Samuel Goldwyn/Thomas T. Moulton,The North Star,FALSE,Other
1943,1944,16,SOUND RECORDING,SOUND RECORDING,Universal/Bernard B. Brown,Phantom of the Opera,FALSE,Other
1943,1944,16,SOUND RECORDING,SOUND RECORDING,Paramount/Loren L. Ryder,Riding High,FALSE,Other
1943,1944,16,SOUND RECORDING,SOUND RECORDING,Columbia/John Livadary,Sahara,FALSE,Other
1943,1944,16,SOUND RECORDING,SOUND RECORDING,Walt Disney Studios/C. O. Slyfield,Saludos Amigos,FALSE,Other
1943,1944,16,SOUND RECORDING,SOUND RECORDING,RCA Sound/J. L. Fields,So This Is Washington,FALSE,Other
1943,1944,16,SOUND RECORDING,SOUND RECORDING,20th Century-Fox/E. H. Hansen,The Song of Bernadette,FALSE,Other
1943,1944,16,SOUND RECORDING,SOUND RECORDING,Warner Bros./Nathan Levinson,This Is the Army,FALSE,Other
1943,1944,16,SOUND RECORDING,SOUND RECORDING,RKO Radio/Stephen Dunn,This Land Is Mine,TRUE,Other
1943,1944,16,SPECIAL EFFECTS,VISUAL EFFECTS,Hans Koenekamp/Rex Wimpy/Nathan Levinson,Air Force,FALSE,Other
1943,1944,16,SPECIAL EFFECTS,VISUAL EFFECTS,Vernon L. Walker/James G. Stewart/Roy Granville,Bombardier,FALSE,Other
1943,1944,16,SPECIAL EFFECTS,VISUAL EFFECTS,Fred Sersen/Roger Heman,Crash Dive,TRUE,Other
1943,1944,16,SPECIAL EFFECTS,VISUAL EFFECTS,Clarence Slifer/R. O. Binger/Thomas T. Moulton,The North Star,FALSE,Other
1943,1944,16,SPECIAL EFFECTS,VISUAL EFFECTS,Gordon Jennings/Farciot Edouart/George Dutton,So Proudly We Hail!,FALSE,Other
1943,1944,16,SPECIAL EFFECTS,VISUAL EFFECTS,A. Arnold Gillespie/Donald Jahraus/Michael Steinore,Stand By for Action,FALSE,Other
1943,1944,16,WRITING (Original Motion Picture Story),WRITING (Original Story),Guy Gilpatric,Action in the North Atlantic,FALSE,Other
1943,1944,16,WRITING (Original Motion Picture Story),WRITING (Original Story),Steve Fisher,Destination Tokyo,FALSE,Other
1943,1944,16,WRITING (Original Motion Picture Story),WRITING (Original Story),William Saroyan,The Human Comedy,TRUE,Other
1943,1944,16,WRITING (Original Motion Picture Story),WRITING (Original Story),Robert Russell/Frank Ross,The More the Merrier,FALSE,Other
1943,1944,16,WRITING (Original Motion Picture Story),WRITING (Original Story),Gordon McDonell,Shadow of a Doubt,FALSE,Other
1943,1944,16,WRITING (Original Screenplay),WRITING (Original Screenplay),Dudley Nichols,Air Force,FALSE,Writing (Original Screenplay)
1943,1944,16,WRITING (Original Screenplay),WRITING (Original Screenplay),Noel Coward,In Which We Serve,FALSE,Writing (Original Screenplay)
1943,1944,16,WRITING (Original Screenplay),WRITING (Original Screenplay),Lillian Hellman,The North Star,FALSE,Writing (Original Screenplay)
1943,1944,16,WRITING (Original Screenplay),WRITING (Original Screenplay),Norman Krasna,Princess O'Rourke,TRUE,Writing (Original Screenplay)
1943,1944,16,WRITING (Original Screenplay),WRITING (Original Screenplay),Allan Scott,So Proudly We Hail!,FALSE,Writing (Original Screenplay)
1943,1944,16,WRITING (Screenplay),WRITING (Adapted Screenplay),Julius J. Epstein/Philip G. Epstein/Howard Koch,Casablanca,TRUE,Writing (Adapted Screenplay)
1943,1944,16,WRITING (Screenplay),WRITING (Adapted Screenplay),Nunnally Johnson,Holy Matrimony,FALSE,Writing (Adapted Screenplay)
1943,1944,16,WRITING (Screenplay),WRITING (Adapted Screenplay),Robert Russell/Frank Ross/Richard Flournoy/Lewis R. Foster,The More the Merrier,FALSE,Writing (Adapted Screenplay)
1943,1944,16,WRITING (Screenplay),WRITING (Adapted Screenplay),George Seaton,The Song of Bernadette,FALSE,Writing (Adapted Screenplay)
1943,1944,16,WRITING (Screenplay),WRITING (Adapted Screenplay),Dashiell Hammett,Watch on the Rhine,FALSE,Writing (Adapted Screenplay)
1943,1944,16,SPECIAL AWARD,SPECIAL AWARD,George Pal,,TRUE,Other
1943,1944,16,IRVING G. THALBERG MEMORIAL AWARD,IRVING G. THALBERG MEMORIAL AWARD,Hal B. Wallis,,TRUE,Other
1944,1945,17,ACTOR,ACTOR IN A LEADING ROLE,Charles Boyer,Gaslight,FALSE,Actor in a Leading Role
1944,1945,17,ACTOR,ACTOR IN A LEADING ROLE,Bing Crosby,Going My Way,TRUE,Actor in a Leading Role
1944,1945,17,ACTOR,ACTOR IN A LEADING ROLE,Barry Fitzgerald,Going My Way,FALSE,Actor in a Leading Role
1944,1945,17,ACTOR,ACTOR IN A LEADING ROLE,Cary Grant,None but the Lonely Heart,FALSE,Actor in a Leading Role
1944,1945,17,ACTOR,ACTOR IN A LEADING ROLE,Alexander Knox,Wilson,FALSE,Actor in a Leading Role
1944,1945,17,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Hume Cronyn,The Seventh Cross,FALSE,Actor in a Supporting Role
1944,1945,17,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Barry Fitzgerald,Going My Way,TRUE,Actor in a Supporting Role
1944,1945,17,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Claude Rains,Mr. Skeffington,FALSE,Actor in a Supporting Role
1944,1945,17,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Clifton Webb,Laura,FALSE,Actor in a Supporting Role
1944,1945,17,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Monty Woolley,Since You Went Away,FALSE,Actor in a Supporting Role
1944,1945,17,ACTRESS,ACTRESS IN A LEADING ROLE,Ingrid Bergman,Gaslight,TRUE,Actress in a Leading Role
1944,1945,17,ACTRESS,ACTRESS IN A LEADING ROLE,Claudette Colbert,Since You Went Away,FALSE,Actress in a Leading Role
1944,1945,17,ACTRESS,ACTRESS IN A LEADING ROLE,Bette Davis,Mr. Skeffington,FALSE,Actress in a Leading Role
1944,1945,17,ACTRESS,ACTRESS IN A LEADING ROLE,Greer Garson,Mrs. Parkington,FALSE,Actress in a Leading Role
1944,1945,17,ACTRESS,ACTRESS IN A LEADING ROLE,Barbara Stanwyck,Double Indemnity,FALSE,Actress in a Leading Role
1944,1945,17,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Ethel Barrymore,None but the Lonely Heart,TRUE,Actress in a Supporting Role
1944,1945,17,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Jennifer Jones,Since You Went Away,FALSE,Actress in a Supporting Role
1944,1945,17,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Angela Lansbury,Gaslight,FALSE,Actress in a Supporting Role
1944,1945,17,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Aline MacMahon,Dragon Seed,FALSE,Actress in a Supporting Role
1944,1945,17,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Agnes Moorehead,Mrs. Parkington,FALSE,Actress in a Supporting Role
1944,1945,17,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Lionel Banks/Walter Holscher/Joseph Kish,Address Unknown,FALSE,Other
1944,1945,17,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),John J. Hughes/Fred MacLean,The Adventures of Mark Twain,FALSE,Other
1944,1945,17,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Perry Ferguson/Julia Heron,Casanova Brown,FALSE,Other
1944,1945,17,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Cedric Gibbons/William Ferrari/Edwin B. Willis/Paul Huldschinsky,Gaslight,TRUE,Other
1944,1945,17,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Lyle Wheeler/Leland Fuller/Thomas Little,Laura,FALSE,Other
1944,1945,17,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Hans Dreier/Robert Usher/Sam Comer,No Time for Love,FALSE,Other
1944,1945,17,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Mark-Lee Kirk/Victor A. Gangelin,Since You Went Away,FALSE,Other
1944,1945,17,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),,Song of the Open Road,FALSE,Other
1944,1945,17,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Albert S. D'Agostino/Carroll Clark/Darrell Silvera/Claude Carpenter,Step Lively,FALSE,Other
1944,1945,17,ART DIRECTION (Color),ART DIRECTION (Color),John B. Goodman/Alexander Golitzen/Russell A. Gausman/Ira S. Webb,The Climax,FALSE,Other
1944,1945,17,ART DIRECTION (Color),ART DIRECTION (Color),Lionel Banks/Cary Odell/Fay Babcock,Cover Girl,FALSE,Other
1944,1945,17,ART DIRECTION (Color),ART DIRECTION (Color),Charles Novi/Jack McConaghy,The Desert Song,FALSE,Other
1944,1945,17,ART DIRECTION (Color),ART DIRECTION (Color),Cedric Gibbons/Daniel B. Cathcart/Edwin B. Willis/Richard Pefferle,Kismet,FALSE,Other
1944,1945,17,ART DIRECTION (Color),ART DIRECTION (Color),Hans Dreier/Raoul Pene du Bois/Ray Moyer,Lady in the Dark,FALSE,Other
1944,1945,17,ART DIRECTION (Color),ART DIRECTION (Color),Ernst Fegte/Howard Bristol,The Princess and the Pirate,FALSE,Other
1944,1945,17,ART DIRECTION (Color),ART DIRECTION (Color),Wiard Ihnen/Thomas Little,Wilson,TRUE,Other
1944,1945,17,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),John Seitz,Double Indemnity,FALSE,Other
1944,1945,17,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Sidney Wagner,Dragon Seed,FALSE,Other
1944,1945,17,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Joseph Ruttenberg,Gaslight,FALSE,Other
1944,1945,17,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Lionel Lindon,Going My Way,FALSE,Other
1944,1945,17,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Joseph LaShelle,Laura,TRUE,Other
1944,1945,17,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Glen MacWilliams,Lifeboat,FALSE,Other
1944,1945,17,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Stanley Cortez/Lee Garmes,Since You Went Away,FALSE,Other
1944,1945,17,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Robert Surtees/Harold Rosson,Thirty Seconds over Tokyo,FALSE,Other
1944,1945,17,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Charles Lang,The Uninvited,FALSE,Other
1944,1945,17,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),George Folsey,The White Cliffs of Dover,FALSE,Other
1944,1945,17,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Rudolph Maté/Allen M. Davey,Cover Girl,FALSE,Other
1944,1945,17,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Edward Cronjager,Home in Indiana,FALSE,Other
1944,1945,17,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Charles Rosher,Kismet,FALSE,Other
1944,1945,17,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Ray Rennahan,Lady in the Dark,FALSE,Other
1944,1945,17,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),George Folsey,Meet Me in St. Louis,FALSE,Other
1944,1945,17,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Leon Shamroy,Wilson,TRUE,Other
1944,1945,17,DIRECTING,DIRECTING,Billy Wilder,Double Indemnity,FALSE,Directing
1944,1945,17,DIRECTING,DIRECTING,Leo McCarey,Going My Way,TRUE,Directing
1944,1945,17,DIRECTING,DIRECTING,Otto Preminger,Laura,FALSE,Directing
1944,1945,17,DIRECTING,DIRECTING,Alfred Hitchcock,Lifeboat,FALSE,Directing
1944,1945,17,DIRECTING,DIRECTING,Henry King,Wilson,FALSE,Directing
1944,1945,17,DOCUMENTARY (Feature),DOCUMENTARY (Feature),United States Navy,The Fighting Lady,TRUE,Other
1944,1945,17,DOCUMENTARY (Feature),DOCUMENTARY (Feature),United States Army Air Force,Resisting Enemy Interrogation,FALSE,Other
1944,1945,17,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),United States Office of War Information Overseas Motion Picture Bureau,Arturo Toscanini,FALSE,Other
1944,1945,17,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),RKO Radio,New Americans,FALSE,Other
1944,1945,17,DOCUMENTARY (Short Subject),DOCUMENTARY (Short Subject),United States Marine Corps,With the Marines at Tarawa,TRUE,Other
1944,1945,17,FILM EDITING,FILM EDITING,Leroy Stone,Going My Way,FALSE,Other
1944,1945,17,FILM EDITING,FILM EDITING,Owen Marks,Janie,FALSE,Other
1944,1945,17,FILM EDITING,FILM EDITING,Roland Gross,None but the Lonely Heart,FALSE,Other
1944,1945,17,FILM EDITING,FILM EDITING,Hal C. Kern/James E. Newcom,Since You Went Away,FALSE,Other
1944,1945,17,FILM EDITING,FILM EDITING,Barbara McLean,Wilson,TRUE,Other
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Morris Stoloff/Ernst Toch,Address Unknown,FALSE,Other
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Max Steiner,The Adventures of Mark Twain,FALSE,Other
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Dimitri Tiomkin,The Bridge of San Luis Rey,FALSE,Other
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Arthur Lange,Casanova Brown,FALSE,Other
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),H. J. Salter,Christmas Holiday,FALSE,Other
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Miklos Rozsa,Double Indemnity,FALSE,Other
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Walter Scharf/Roy Webb,The Fighting Seabees,FALSE,Other
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Edward Paul/Michel Michelet,The Hairy Ape,FALSE,Other
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Robert Stolz,It Happened Tomorrow,FALSE,Other
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Frederic Efrem Rich,Jack London,FALSE,Other
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Herbert Stothart,Kismet,FALSE,Other
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Hanns Eisler/C. Bakaleinikoff,None but the Lonely Heart,FALSE,Other
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),David Rose,The Princess and the Pirate,FALSE,Other
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Max Steiner,Since You Went Away,TRUE,Other
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Karl Hajos,Summer Storm,FALSE,Other
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Franke Harling,Three Russian Girls,FALSE,Other
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Edward Paul,Up in Mabel's Room,FALSE,Other
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Michel Michelet,Voice in the Wind,FALSE,Other
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Alfred Newman,Wilson,FALSE,Other
1944,1945,17,MUSIC (Music Score of a Dramatic or Comedy Picture),MUSIC (Original Score),Miklos Rozsa,Woman of the Town,FALSE,Other
1944,1945,17,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Walter Scharf,Brazil,FALSE,Other
1944,1945,17,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),Morris Stoloff/Carmen Dragon,Cover Girl,TRUE,Other
1944,1945,17,MUSIC (Scoring of a Musical Picture),MUSIC (Original Song Score or Adaptation Score),C. Bakaleinikoff,Higher and Higher,FALSE,Other
